id_persona|fecha_relevamiento|fecha_actualizacion|costeo_estudios_familiar|costeo_estudios_plan_social|costeo_estudios_trabajo|costeo_estudios_beca|costeo_estudios_otro|costeo_estudios_descripcion|beca|beca_fuente_universidad|beca_fuente_nacional|beca_fuente_provincial|beca_fuente_municipal|beca_fuente_internacional|beca_fuente_otra|beca_tipo_economica|beca_tipo_servicios|beca_tipo_investigacion|beca_economica_transporte|beca_economica_efectivo|beca_economica_fotocopias|beca_economica_habitacional|beca_economica_comedor|trabajo_existe|trabajo_hace|trabajo_ocupacion|trabajo_hora_sem|trabajo_carrera|trabajo_tarea_descripcion|trabajo_familiar|trabajo_con_descuentos_jubilatorios|trabajo_recibe_pago
39491|2011-09-15|2011-09-15|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|Más de 10 y hasta 20 horas|Total|ASISTENTE DE ENDOSCOPIA|N|S|S
54230|2019-09-27|2021-02-01|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
55729|2022-08-14|2024-03-11|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días||||||N|N|N
54204|2022-03-17|2022-08-05|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|Más de 20 y hasta 35 horas|Total|PROFESOR DE MATEMATICA Y FISICA|N|S|S
49381|2017-04-21|2017-04-21|||||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|||||||||N
19199|2021-08-01|2023-03-10|S|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Cuenta propia / Independiente|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|||Apoyo Escolar|N|N|N
54693|2019-03-21|2020-02-13|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
52332|2022-04-11|2022-04-11|||||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|||||||||N
57386|2022-10-21|2023-11-30|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Sin relación|Atención en Heladeria|N|S|S
57354|2022-09-20|2023-11-23|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
55444|2022-10-30|2024-02-19|N|S|S|S|N||N|S|N|N|N|N|N|S|N|N|N|S|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días||||||N|N|N
90088|2023-08-30|2023-08-30|N|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)||||||N|N|N
57124|2022-08-06|2022-08-06|||||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|||||||||N
53968|2019-02-10|2019-02-10|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Cuenta propia / Independiente|Permanente (incluye fijo, estable, de planta)|35 o más horas|Parcial|SOPORTE TENCNICO INFORMATICO|N|S|S
47044|2019-02-04|2019-02-04|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Cuenta propia / Independiente|Permanente (incluye fijo, estable, de planta)|Más de 10 y hasta 20 horas|Sin relación|cobro de servicios|N|S|S
52636|2014-08-27|2015-02-23|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
51993|2008-05-07|2009-04-21|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Sin relación|Empleado, Heladeria|S|N|S
47706|2002-04-01|2002-04-01|||||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|||||||||N
84268|2023-04-25|2023-04-25|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|35 o más horas|Sin relación|CUIDADO DE NIÑOS|N|N|N
13499|2022-02-03|2022-02-03|S|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|Más de 20 y hasta 35 horas|Total|INFORMATICA|S|N|N
50579|2005-03-22|2005-03-22|S||N||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||||N
56400|2022-02-07|2022-04-12|S|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Cuenta propia / Independiente|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|Hasta 10 horas|Parcial|DISEÑO GRÁFICO|N|N|N
54417|2018-04-11|2018-04-11|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Total|DOCENTE|N|S|S
56649|2022-12-13|2022-12-13|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Sin relación|ATENCION AL PUBLICO|N|N|N
53634|2022-02-11|2022-08-10|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días|Obrero o empleado (asalariado)|||||||N
51747|2020-02-18|2020-02-18|N|N|S|N|N||S|S|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Total|Desarrollo de software|N|S|N
89588|2023-07-14|2024-02-01|S|S|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
102679|2023-12-04|2024-03-18|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
89715|2023-08-07|2023-08-07|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
78852|2023-02-17|2024-03-01|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días||||||N|N|N
48656|2002-04-01|2002-04-01|||||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|||||||||N
51081|2018-02-28|2018-02-28|S|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|35 o más horas|Sin relación|secretario en consultorios medicos|N|N|S
48659|2004-05-03|2004-05-03|S||N||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||||N
56199|2021-07-27|2021-07-27|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
54645|2019-03-21|2021-05-18|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días||||||N|N|N
57351|2022-09-18|2023-11-28|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
52739|2021-03-17|2021-03-17|N|N|S|N|N||S|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Cuenta propia / Independiente|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|Más de 20 y hasta 35 horas|Total|Desarrollo y testing de Software|N|N|S
54253|2022-09-28|2024-02-07|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días||||||N|N|N
56680|2022-11-09|2023-11-14|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
90060|2023-08-29|2023-08-29|N|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
48671|2002-04-01|2002-04-01|||||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|||||||||N
55908|2021-03-25|2021-03-25|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|35 o más horas|Sin relación|OPERARIO EN PLANTA DE CERAMICOS|N|N|S
53358|2015-02-04|2015-02-17|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|Hasta 10 horas|Total|profesora particular de matemática|N|S|S
54871|2022-09-17|2024-06-04|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|Más de 20 y hasta 35 horas|Sin relación|AYUDANTE DE COCINA|N|N|S
48881|2002-04-01|2002-04-01|||||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|||||||||N
76604|2021-03-08|2023-08-17|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
56814|2022-03-21|2023-08-16|N|N|S|N|||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Sin relación|ABOGADO|N|S|S
50565|2015-02-23|2015-02-23|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Parcial|tecnico de soporte|N|S|S
50810|2018-09-17|2018-11-21|S|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Cuenta propia / Independiente|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|35 o más horas|Total|Desarrollador de aplicaciones para dispositivos moviles y paginas web|N|N|S
102839|2023-12-07|2023-12-07|S|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días||||||N|N|N
84179|2023-04-13|2023-04-13|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Sin relación|COCINA Y TODO LO QUE CONLLEVA LA FABRICACIÓN DE ALFAJORES|N|S|S
49581|2010-07-05|2010-07-05|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
14742|2008-04-03|2022-12-28|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|Más de 20 y hasta 35 horas|Parcial|Secretaria Tecnica - Secretaria De Administracion - Rectorado - Unicen (Actualemente Con Pase Transitorio A La Secretaria De Bienestar Estudiantil)|N|S|S
55984|2022-05-12|2024-08-02|S|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|Más de 10 y hasta 20 horas|Sin relación|recepcionista/conserje|N|N|S
53176|2020-02-09|2020-02-09|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Total|Desarrollador|N|S|S
57000|2022-06-27|2022-08-24|N|N|S|N|||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Total|Farmacia|N|S|S
56924|2022-08-02|2023-08-11|N|N|S|N|||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|Más de 10 y hasta 20 horas|Parcial|jardinero|N|N|N
51019|2018-02-22|2018-02-22|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
51373|2010-02-22|2010-02-22|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Pasante|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|Más de 10 y hasta 20 horas|Sin relación|Niñera|N|N|N
17384|2021-03-02|2021-03-02|S|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días||||||||N
106023|2024-08-16|2024-08-16|N|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
105904|2024-08-12|2024-08-12|N|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
90076|2023-08-30|2024-02-15|S|N|N|S|N||S|N|S|N|N|N|N|S|N|N|N|S|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días||||||N|N|N
55294|2022-06-22|2024-08-12|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días||||||N|N|N
54402|2018-04-06|2018-04-06|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|Más de 10 y hasta 20 horas|Total|PROFESOR DE MATEMATICA EN UN INSTITUTO TERCIARIO|N|S|N
55773|2021-03-22|2021-03-22|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Parcial|empleado|N|S|S
49893|2011-04-22|2011-04-22|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|Más de 20 y hasta 35 horas|Total|Programador|N|S|S
53771|2022-02-09|2023-07-14|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Desconoce||||||N|N|N
21758|2022-03-19|2023-12-22|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
55041|2020-02-14|2020-03-29|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Total|Profesora de Matemática|N|S|S
89972|2023-08-24|2023-08-24|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
53049|2015-02-18|2015-03-04|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
41506|2021-04-21|2024-08-05|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Sin relación|Iluminadora Escénica|N|S|S
56276|2022-02-07|2022-02-07|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Sin relación|ADMINISTRATIVO DE FARMACIA|N|S|S
52700|2019-02-18|2019-04-25|N|N|S|N|N|Económica|N|S|N|N|N|N|N|S|N|N|N|S|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
52795|2016-02-18|2016-06-22|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
51752|2021-12-16|2021-12-16|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Parcial|Desarrollador|N|S|S
53279|2022-03-05|2022-03-05|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|Hasta 10 horas|Sin relación|ayuda|S|N|S
51043|2014-02-03|2014-05-15|S|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Total|programador|N|S|S
54035|2022-03-21|2024-06-25|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Cuenta propia / Independiente|Permanente (incluye fijo, estable, de planta)|35 o más horas|Total|Finanzas En El Mercado De Capitales|N|N|N
56802|2022-03-21|2023-08-28|S|N|N|N|||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días||||||||N
75698|2018-08-17|2018-08-17|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
57356|2022-09-22|2024-07-19|N|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|||||||N|N|N
51908|2008-03-27|2008-03-27|||||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|||Más de 10 y hasta 20 horas|Total||||S
50788|2017-04-21|2017-04-21|||||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|||||||||N
51182|2005-04-01|2006-03-01|S||S||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|||Más de 20 y hasta 35 horas|Parcial||||S
89638|2023-08-02|2023-08-30|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
51840|2010-02-10|2010-02-10|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Total|Docente|N|S|S
51662|2017-02-23|2017-12-20|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días||||||N|N|N
49751|2002-04-01|2002-04-01|||||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|||||||||N
57333|2022-09-04|2024-03-02|N|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||||N
56851|2022-03-23|2022-03-23|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Total|PROFESOR DE MATEMATICAS|N|S|N
56305|2022-02-07|2023-08-02|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
55890|2022-02-07|2023-11-26|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
40762|2019-02-11|2019-02-11|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Cuenta propia / Independiente|Permanente (incluye fijo, estable, de planta)|35 o más horas|Parcial|Editor / Postproductor de Video|N|S|S
51001|2018-02-19|2023-08-25|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Total|desarrollador|N|N|S
55781|2021-03-23|2021-03-23|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|Más de 20 y hasta 35 horas|Sin relación|Docente|N|S|S
55239|2022-02-03|2022-07-28|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|Hasta 10 horas|Sin relación|bachero|N|N|S
51089|2020-03-05|2020-03-11|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Total|Programador|N|S|S
55935|2022-10-11|2023-11-14|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
104425|2024-03-01|2024-03-01|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|Más de 10 y hasta 20 horas|Parcial|Niñera|N|N|N
54112|2019-10-31|2019-10-31|S|N|S|S|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|35 o más horas|Parcial|Front end developer|N|N|S
48649|2002-04-01|2002-04-01|||||||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|||||||||N
56427|2022-11-12|2024-08-20|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y buscó trabajo en algún momento de los últimos 30 días||||||N|N|N
51676|2010-03-01|2011-02-25|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
105949|2024-08-13|2024-08-13|S|N|N|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|No trabajó y no buscó trabajo (no esta pensando en trabajar)||||||N|N|N
5704|2020-03-13|2023-02-08|N|N|N|S|N||S|S|N|N|N|N|N|N|N|S|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Pasante|Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)|35 o más horas|Sin relación|Becaria Doctoral - Civetan|N|N|S
50399|2015-05-13|2015-05-13|N|N|S|N|N||N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)|Obrero o empleado (asalariado)|Permanente (incluye fijo, estable, de planta)|35 o más horas|Total|Desarrollo de Sosftware|N|S|S
