id_persona|nivel_estudio|institucion|colegio|adeuda_materias_secundario|titulo|razon_abandono
52200|Universitario|Universidad Nacional del Centro de la Provincia de Buenos Aires||||
52201|Superior|Instituto Superior de Formación Docente Nº 168||||
52201|Universitario|Flacso||N|Diploma Superior En Ciencias Sociales Con Mención En Construtivismo Y Educación|
52204|Secundario||DR. RODRIGUEZ Y OLMOS||POLIMODAL ORIENTACION COMUNICACION|
52205|Secundario||ESCUELA COMERCIAL EJERCITO DE LOS ANDES||BACHILLER ACADÉMICO|
52206|Superior|I.S.F.D. Nº19||||
52207|Secundario||R. TAGORE|||
52207|Superior|Instituto de Formación Docente Nº 6||||
52208|Secundario||INSTITUTO SAGRADA FAMILIA DIPREGEP N° 4805||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52209|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR|||
52210|Secundario||COLEGIO EL TRANSITO|||
52211|Secundario||COLEGIO EL TRANSITO|||
52212|Secundario||COLEGIO NACIONAL SUPERIOR NRO. 1|||
52213|Secundario||INSTITUTO INDUSTRIAL PABLO TAVELLI||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
52215|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR|||
52217|Secundario||COLEGIO JOSE MANUEL ESTRADA|||
52218|Secundario||ESCUELA DE COMERCIO N2|||
52218|Superior|Escuela de Educación Media Nro 7||||
52219|Secundario||ESCUELA COMERCIAL DIURNA ANEXA AL I.S.P.|||
52220|Secundario||ESCUELA SUP. DE COMERCIO PROF. PRUDENCIO CORNEJO||BACHILLER HUMANISTICO|
52221|Secundario||ESCUELA AGROTECNICA SARMIENTO||BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS Y NATURALES|
52221|Superior|Universidad Nacional del Centro de la Prov. de Buenos Aires|||Licenciado en Educacion Matematica|
52222|Secundario||COL. S. GUEMES RURAL- CORDOBA|||
52223|Secundario||UNIVERSIDAD DEL ESTADO DE NUEVA YORK||BACHILLER CON ORIENTACION DOCENTE|
52223|Superior|Instituto de Profesorado  \\\\\\\\||||
52224|Secundario||ESCUELA DE NIVEL MEDIO NIQUIVIL||BACHILLER ACADÉMICO|
52224|Universitario|Universidad Nacional Del Centro De La Provincia De Buenos Aires||||
52225|Secundario||ESCUELA INSDUSTRIAL NRO. 5|||
52226|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 10 GRAL. JOSE DE SAN MARTIN||BACHILLER MODALIDAD CIENCIAS NATURALES|
52227|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR|
52228|Secundario||ESCUELA AGROTECNICA SARMIENTO|||
52228|Superior|Instituto De Formación Docente Y Técnica N° 165||N|TÉCNICO SUPERIOR EN HIGIENE Y SEGURIDAD EN EL TRABAJO|
52228|Universitario|Universidad Fasta||N|Tramo De Formación Pedagógica Para Profesionales Y Técnicos Superiores|
52229|Secundario||INSTITUTO ADELIA MARIA||BACHILLER MERCANTIL|
52229|Universitario|Universidad Nacional de Río Cuarto||||
52230|Secundario||COLEGIO SANTO DOMINGO|||
52231|Secundario||ESCUELA DE MINAS DR. HORACIO CARRILLO|||
52232|Superior|Instituto Superior de Formación Docente y Técnica Nº 81||||
52233|Desconoce|Formación Docente Nº 168||||
52233|Secundario||COLEGIO F. J. FERRERO||BACHILLER EN CIENCIAS NATURALES|
52234|Secundario||COLEGIO SAN JOSE||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52234|Universitario|Universidad Nacional del Centro de la Provincia de Buenos Aires||||
52235|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52236|Secundario||INSTITUTO SANTA ROSA DE LIMA||BACHILLER ACADÉMICO|
52237|Secundario||COLEGIO INGLES CATOLICO|||
52238|Secundario||COLEGIO NACIONAL DR DIEGO DE SALINAS|||
52240|Secundario||COLEGIO NACIONAL PROFESOR FROILAN FERRERO|||
52240|Universitario|UNICEN UNCPBA||||
52241|Secundario||AGROINDUSTRIAL MONSEÑOR DR. JUAN ANTONIO VIDELA CUELLO|||
52242|Secundario||ESCUELA MIXTA SUPERIOR NORMAL SARMIENTO||BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
52242|Superior|Universidad Tecnologica Nacional||||
52243|Secundario||ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ|||
52243|Superior|ISFD Nº19||||
52245|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 10 GRAL. JOSE DE SAN MARTIN||BACHILLER MODALIDAD CIENCIAS NATURALES|
52246|Secundario||COLEGIO NACIONAL SUPERIOR NRO.1 DE RAWSON|||
52247|Secundario||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN||BACHILLER|
52247|Superior|ISFD Nº 106||||
52248|Secundario||ESC. SUPERIOR SARMIENTO|||
52249|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52250|Secundario||ESCUELA DE EDUCACION MEDIA NRO.11 ARTE 3 CENTRO POLIVALENTE DE ARTE DE TANDIL||BACHILLER MODALIDAD COMUNICACIÓN, ARTE Y DISEÑO|
52250|Universitario|Universidad Nacional del Centro de la Pcia. de Buenos Aires|||Licenciado en Ciencias Matemáticas|
52251|Secundario||LICEO PAULA ALBARRACIN DE SARMIENTO||PERITO MERCANTIL C/ESP. CONTABLE IMPOSITIVA|
52251|Universitario|Universidad Ncional del Sur||||
52252|Secundario||ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI|||
52253|Secundario||ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE N°1||PERITO AUXILIAR CARTÓGRAFO|
52253|Universitario|Universidad Nacional del Centro de la Prov. de Buenos Aires|||Ingeniera de Sistemas|
52254|Secundario||ESCUELA DE COMERCIO L.G.S.M.||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52254|Superior|Bernardino Rivadavia Nº 156||||
52255|Secundario||COL. NAC. P. CABRERA|||
52257|Secundario||INSTITUTO SUPERIOR SANTO DOMINGO GUZMAN (EX 9000)||BACHILLER BILINGÜE MODALIDAD HUMANIDADES Y CIENCIAS SOCIALES|
52259|Secundario||ESC. NORMAL REGIONAL GENERAL SAN MARTIN|||
52259|Superior|Instituto Superior de Formación Docente y Técnica N°10||||
52261|Secundario||COLEGIO SECUNBDARIO NACIONAL SEÑORA DE LUJAN|||
52262|Secundario||COL. NAC. A. ALVAREZ|||
52263|Desconoce|I.S.F.D Y T N° 10||||
52263|Secundario||ESCUELA POLIMODAL NRO. 2 GRAL BARTOLOME MITRE||BACHILLER EN CIENCIAS EXACTAS Y NATURALES|
52263|Universitario|Facultad De Exactas (UNICEN)||||
52264|Secundario||COLEGIO NACIONAL DR DIEGO DE SALINAS|||
52265|Superior|ies monteros||||
52266|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||BACHILLER|
52266|Universitario|UBA||||
52267|Secundario||COLEGIO SANTO DOMINGO||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52267|Universitario|UNICEN||||
52268|Secundario||INSTITUTO TECNICO INGENIERO HERMINIO ARRIETA||TÉCNICO ELECTRONICO|
52268|Superior|ISFD Nº79||||
52269|Secundario||INSTITUTO JUVENILIA (EX 9011)||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52269|Universitario|unicen||||
52270|Secundario||"ESCUELA DE EDUCACIÓN TÉCNICA N°1 ""CEFERINO NAMUNCURÁ"""||Bachiller Modalidad Producción de Ciencias Naturales|
52271|Secundario||COLEGIO MONSEÑOR JOSE AMERICO ORZALI||BACHILLER MODALIDAD CIENCIAS SOCIALES|
52271|Superior|Instituto Español de BioNeuroEmoción||||
52273|Secundario||ESCUELA DE EDUCACION MEDIA NRO.5 ESTEBAN ECHEVERRIA (EX COLEGIO NACIONAL)||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52274|Secundario||ESCUELA DE COMERCIO NRO.30 ANGEL CERVERA|||
52275|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR|
52276|Secundario||COLEGIO NACIONAL FUERZA AEREA ARGENTINA (VALLE FERTIL)|||
52277|Secundario||ESCUELA DE COMERCIO L.G.S.M.|||
52278|Secundario||ESC. TIMOTEO MARADONA|||
52278|Superior|ISFD Y T Nº 32||||
52280|Secundario||COLEGIO NACIONAL DR. ARTURO U. ILLIA||BACHILLER|
52282|Secundario||ESCUELA LUIS FEDERICO LELOIR||BACHILLER ACADÉMICO|
52283|Secundario||ESCUELA TECNICA NRO. 1 JUAN LABAT||BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR|
52283|Superior|UNICEN||||
52284|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR|||
52285|Universitario|Universidad Nacional de Río Cuarto||||
52286|Secundario||ESCUELA DE EDUCACIÓN TECNICA Nº2 VICENTE PEREDA||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
52287|Secundario||ESCUELA POLIMODAL NRO. 1 RODOLFO PIROVANO||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52288|Secundario||ESCUELA EXPERIMENTAL DE NIVEL MEDIO DIVISADERO Y ANEXO LOS BERROS|||
52289|Secundario||COLEGIO SANTO DOMINGO|||
52290|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52291|Secundario||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN||BACHILLER EN CIENCIAS EXACTAS.|
52291|Superior|Instituto Superior de Formación Docente Nº 109||||
52292|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||Bachiller modalidad Prod.de Bienes y Servicios y Técnico en Prod.Agropecuaria|
52293|Secundario||ESCUELA INSDUSTRIAL NRO. 5|||
52293|Superior|ISFD Nº19||||
52294|Secundario||ESCUELA POLIMODAL NRO. 1 JORGE L. BORGES||PRODUCCIÓN DE BS. Y SER.: PROD. INDUS.|
52295|Secundario||ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA||Bachiller modalidad Prod.de Bienes y Servicios y Técnico en Prod.Agropecuaria|
52296|Secundario||INSTITUTO SAN CAYETANO||BACHILLER MODALIDAD CIENCIAS NATURALES|
52297|Secundario||COLEGIO CLARETIANO||BACHILLER CON ORIENTACION DOCENTE|
52297|Universitario|Universidad Nacional del Sur||||
52298|Universitario|Universidad Nacional Mayor de San Marcos||||
52300|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||BACHILLER CON ORIENTACION EN CIENCIAS NATURALES|
52300|Universitario|Universidad Nacional del Centro de la Provincia de Buenos Aires|||Ingeniero de Sistemas|
52302|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||TÉCNICO MECÁNICO ELECTRICISTA|
52302|Superior|Instituto Superior de formación Docente Nº22||||
52303|Secundario||CENTRO DE ESTUDIOS SUPERIOR DEL SUR|||
52304|Secundario||ESCUELA ERNESTO A BAVIO|||
52304|Superior|Instituto María Madre Nuestra||||
52306|Secundario||ESCUELA AGROTECNICA SARMIENTO|||
52307|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52307|Universitario|Instituto Gastronomico Argentino||||
52308|Secundario||CENTRO DE FORMACION AGRARIA Y MEDIO AMBIENTE||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52309|Secundario||ESCUELA DE COMERCIO GENERAL MANUEL BELGRANO||PERITO MERCANTIL NACIONAL|
52309|Universitario|Universidad Nacional del Centro de la Provincia de Bs. As.||||
52310|Secundario||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|||
52310|Superior|ISFD Nº 106||||
52311|Secundario||INSTITUTO SECUNDARIO DANTE ALIGHIERI||BACHILLER EN CIENCIAS FISICO-MATEMATICAS|
52311|Superior|Instituto Nacional Superior del Profesorado||||
52312|Secundario||ESCUELA TECNICA NRO. 5||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52313|Secundario||ESCUELA EXPERIMENTAL FEMENINA|||
52314|Secundario||ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA||Bach. mod. Arte Dis y Comunicac. y Téc.en Música Orient.Intérprte Básico|
52314|Universitario|unicen||||
52315|Secundario||INSTITUTO DON ORIONE||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52316|Secundario||COLEGIO NACIONAL PROFESOR FROILAN FERRERO|||
52317|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52318|Secundario||COLEGIO INGLES CATOLICO|||
52319|Secundario||INSTITUTO INMACULADA CONCEPCION||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52321|Secundario||ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI|||
52322|Secundario||COLEGIO NACIONAL MONSEÑOR DOCTOR PABLO CABRERA||BACHILLER|
52322|Universitario|ISFD Nº 24||||
52323|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52323|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||BACHILLER MODALIDAD PRODUCCIÓN DE BIENES Y SERVICIOS|
52324|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52325|Universitario|UNR/ ICES||||
52326|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52326|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||BACHILLER MODALIDAD PRODUCCIÓN DE BIENES Y SERVICIOS|
52327|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR|
52328|Secundario||COLEGIO NACIONAL DR DIEGO DE SALINAS|||
52329|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52330|Secundario||E.N.E.T.NRO. 1|||
52330|Universitario|Universidad Nacional del Centro de la Pcia. de Buenos Aires|||Licenciada en Matemática|
52331|Secundario||ESCUELA POLIMODAL NRO. 2 FLORENTINO AMEGHINO||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52332|Secundario||INSTITUTO SAN JOSE||BACHILLER CON ORIENTACION DOCENTE|
52332|Superior|Formación Docente Nº 44||||
52332|Superior|Instituto Superior de Formacion Docente y Técnica N° 44 de Gral Las Heras.|||Profesor de Tercer Ciclo de la EGB y de la Educación Polimodal en Matemática|
52333|Secundario||ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA||Bachiller modalidad Prod.de Bienes y Servicios y Técnico en Prod.Agropecuaria|
52334|Secundario||COLEGIO NACIONAL DR DIEGO DE SALINAS|||
52335|Secundario||ESCUELA DE MINAS DR. HORACIO CARRILLO|||
52335|Superior|Instituto Superior Juan XXIII||||
52336|Desconoce|UNCPBA - Fac. de Ciencias Económicas||||
52336|Secundario||COLEGIO NACIONAL DR DIEGO DE SALINAS||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52337|Secundario||COLEGIO NACIONAL DR DIEGO DE SALINAS||BACHILLER|
52337|Universitario|Universidad Naiconal de Mar del Plata||||
52339|Secundario||"ESCUELA DE EDUCACIÓN MEDIA N° 4 ""FRANCISCO P.MORENO"""||BACHILLER MODALIDAD CIENCIAS NATURALES|
52340|Secundario||COLEGIO CENTRAL UNIVERSITARIO MARIANO MORENO|||
52340|Universitario|Universidad Nacional del Centro de la Prov. de Buenos Aires|||Ingeniero de Sistemas|
52341|Superior|Instituto de formación docente Nº 79||||
52342|Universitario|Universidad Nacional del Sur||||
52343|Secundario||ESCUELA MEDIA Nº 2||BACHILLER MODALIDAD CIENCIAS NATURALES|
52343|Universitario|UNICEN||||
52344|Secundario||ESCUELA DE COMERCIO NRO.30 ANGEL CERVERA|||
52345|Secundario||ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN|||
52346|Secundario||COLEGIO NACIONAL AGUSTIN ALVAREZ NRO. 5|||
52347|Secundario||COLEGIO NACIONAL DR DIEGO DE SALINAS|||
52349|Secundario||ESCUELA NACIONAL DE EDUCACION TECNICA N4||BACHILLER COMUN|
52349|Superior|Instituto Superior del Profesorado Secundario de San SAlvador de Jujuy||||
52351|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52353|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52354|Secundario||COLEGIO NACIONAL SUPERIOR NRO.1 DE RAWSON|||
52355|Secundario||COLEGIO SAN JOSE||BACHILLER MODALIDAD CIENCIAS SOCIALES|
52355|Universitario|UNICEN||||
52356|Secundario||INSTITUTO CARLOS TEJEDOR||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52357|Secundario||COLEGIO INMACULADA|||
52358|Secundario||ESC. SUPERIOR SARMIENTO|||
52358|Secundario||ESCUELA POLIMODAL NRO. 10 JOSE MANUEL ESTRADA||BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS|
52359|Secundario||COL. NACIONAL MONS. DR. PABLO CABRERA||BACHILLER MODALIDAD CIENCIAS NATURALES|
52360|Secundario||COLE. NACIONAL|||
52361|Secundario||ESC. SUPERIOR SARMIENTO|||
52362|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||BACHILLER ESPECIALIZADO EN ADMINISTRACIÓN CONTABLE|
52363|Secundario||COLEGIO ALMAFUERTE|||
52364|Secundario||COLEGIO NACIONAL SUPERIOR NRO. 1|||
52365|Secundario||ESCUELA DE EDUCACION TECNICA NRO.2 ING. FELIPE SENILLOSA||BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR|
52366|Secundario||E.N.E.T. NRO. 5|||
52367|Secundario||ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ||BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION|
52368|Secundario||COLEGIO NACIONAL SUPERIOR NRO.1 DE RAWSON|||
52369|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52371|Secundario||ESCUELA BACHILLERATO TECNICO QUIMICO|||
52372|Secundario||COLEGIO CENTRAL UNIVERSITARIO MARIANO MORENO|||
52373|Secundario||COLEGIO F.A.S.T.A. SAN VICENTE DE PAUL||BACHILLER MODALIDAD CIENCIAS NATURALES|
52374|Secundario||ESCUELA DE EDUCACION TECNICA NRO.2 LUCIANO FORTABAT||Bachiller modalidad Prod.de Bienes y Servicios y Técnico en Prod.Agropecuaria|
52375|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR|
52376|Desconoce|UNICEN||||
52376|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52377|Secundario||ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI|||
52378|Secundario||ESCUELA INDUSTRIAL NRO. 2 PICO TRUNCADO|||
52378|Universitario|Universidad de Morón||||
52379|Desconoce|universidad nacional del centro de la provincia de bs as||||
52379|Secundario||COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA|||
52380|Secundario||E.N.E.T. NRO. 4|||
52381|Secundario||ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI|||
52381|Universitario|UNICEN||||
52382|Secundario||COLEGIO NACIONAL SUPERIOR NRO.1 DE RAWSON|||
52382|Secundario||Instituto Salesiano San José|N|Ciencias Naturales|
52383|Secundario||PROVINCIA DE LA PAMPA|||
52384|Secundario||INSTITUTO SAN JOSE|||
52385|Secundario||COL. SANTA ISABEL DE HUNGRIA|||
52386|Superior|Instituto Superior de formación docente Nº 78||||
52387|Secundario||ESCUELA NORMAL S. MARTIN||BACHILLER PERITO MERCANTIL|
52387|Universitario|Universidad Nacional de Córdoba||||
52388|Superior|Juan XXIII||||
52389|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52390|Secundario||COLEGIO SEC. JESUS DE LA BUENA ESPERANZA||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52390|Universitario|Universidad Nacional del Sur||||
52391|Secundario||ESCUELA DE ENOLOGIA|||
52392|Secundario||COLE. NACIONAL|||
52394|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52395|Desconoce|unicen||||
52395|Secundario||ESCUELA DE EDUCACION MEDIA NRO. 10 GRAL. JOSE DE SAN MARTIN||BACHILLER ACADÉMICO|
52397|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52398|Secundario||ESCUELA NACIONAL DE COMERCIO DE ALDO BONZI|||
52399|Secundario||ESCUELA DE LA ARMADA|||
52400|Secundario||COLEGIO SEC ANA PEREZ CIANI|||
52402|Secundario||ESCUELA DE BELLAS ARTES|||
52403|Secundario||ESCUELA AGROTECNICA SARMIENTO MEDIA AGUA|||
52404|Secundario||ESC. NORMAL REGIONAL GENERAL SAN MARTIN|||
52405|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO||BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN ESPECIALIZADO EN MICROEMPR|
52406|Secundario||ESCUELA DE COMERCIO NRO.30 ANGEL CERVERA||BACHILLER ACADÉMICO|
52406|Superior|instituto de formación tecnica y docente nº10||||
52408|Secundario||ANGEL DOMINGO ROJAS|||
52409|Secundario||COLEGIO NACIONAL SUPERIOR  NRO. 1|||
52410|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52410|Secundario||ESCUELA TECNICA Nº1 JUAN LABAT||BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
52412|Secundario||COLEGIO ALVEAR|||
52412|Universitario|Unicen||||
52413|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52414|Secundario||ESCUELA INDUSTRIAL NRO.4 CENTRO DE CAPACITACION TECNICA NRO.5|||
52415|Universitario|Universidad Nacional de Rosario||||
52416|Secundario||ESCUELA DE COMERCIO LIBERTADOR GENERAL SAN M||BACHILLER CON ORIENTACION BIOLOGICA|
52416|Superior|Instituto Superior del Profesorado \\||||
52417|Secundario||INSTITUTO PRIVADO FRAY MAMERTO ESQUIU||PERITO MERCANTIL|
52417|Superior|Facultad de Ciencias Exactas|||Ingeniero de Sistemas|
52417|Universitario|Facultad de Ingeniería Universidad Nacional de La Pampa||||
52418|Universitario|Instituto Superior Goya||||
52419|Secundario||COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA||BACHILLER MERCANTIL|
52419|Superior|Instituto J.N. Terreno||||
52420|Secundario||ESCUELA DE EDUCACION MEDIA NRO.7||PERITO MERCANTIL|
52420|Superior|Instituto de formación docente y técnica Nº 127||||
52421|Superior|Nacional de enseñanza superior de la ciudad del acuerdo||||
52422|Secundario||E.P.E.T.N2|||
52422|Superior|Instituto Superior Goya||||
52423|Secundario||ESC. NAC NRO.10 ALBARDON||BACHILLER CON ORIENTACION EN ELECTROMECANICA|
52423|Superior|Inst. Vocacional Concepción_ F: 36||||
52424|Secundario||ESC. NACIONAL NRO.90||TÉCNICO MECANICO|
52424|Superior|Instituto del Profesorado General San Martin F- 49||||
52425|Secundario||E.N.E.T. NRO.1 ING. ROGELIO BOERO||BACHILLER|
52425|Universitario|Universidad Tecnológica Nacional - FRT||||
52426|Secundario||ESCUELA NACIONAL DE COMERCIO NOCTURNA DOCTOR SANTIAGO SEGUNDO CORTINEZ|||
52426|Superior|Instituto Superior Antonio Ruis de Montoya||||
52427|Secundario||ANTONIO DE LA TORRE||PERITO MERCANTIL|
52427|Superior|ISFD Y T Nº 44 general Las Heras||||
52428|Secundario||F. FERRERO||BACHILLER CON ORIENTACION DOCENTE|
52428|Universitario|UNC||||
52429|Secundario||ESCUELA MONSEÑOR DOCTOR JUAN A. VIDELA CUELLO||TÉCNICO EN ELECTROTECNIA|
52429|Superior|ISFD Nº17- La Plata||||
52430|Secundario||ESCUELA PROVINCIAL DE EDUCACION TECNICA NRO. 4||BACHILLER Y AUXILIAR DE ADMINISTRACION|
52430|Universitario|Universidad Nacional de Río Cuarto||||
52431|Desconoce|-||||
52431|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52431|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||TÉCNICO ELECTROMECANICO|
52432|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52433|Secundario||E.N.E.T. NRO. 5|||
52435|Secundario||COLEGIO CENTRAL UNIVERSITARIO MARIANO MORENO||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52435|Secundario||INSTITUTO BRIGADIER GENERAL MARTIN RODRIGUEZ||BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.|
52436|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52436|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||TÉCNICO MECANICO SISTEMA DUAL|
52437|Secundario||E.E. SEC. Nº 11 (EX CENTRO POLIVALENTE DE ARTE DE TANDIL)||Certificado de Educación Polimodal Modalidad Cs. Nat. y Técnico Medio Agropec.|
52438|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52439|Secundario||VICTORINA L. DE NAVARRO|||
52440|Secundario||ESCUELA DE COMERCIO DR. SANTIAGO S. CORTINEZ|||
52441|Secundario||ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI|||
52442|Secundario||COL. NACIONAL MONS. DR. PABLO CABRERA|||
52443|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52443|Secundario||ESCUELA TECNICA NRO. 2 ING. FELIPE SENILLOSA||BACHILLER CON ORIENTACION EN PROD. DE BS. Y SERV.|
52446|Secundario||COLEGIO ALVEAR||Bach.Modalidad Econ.y Gestión de las Org.y  Técnico en Gestión Organizacional|
52446|Universitario|UNICEN||||
52447|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52447|Universitario|Unicen||||
52448|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52448|Universitario|UNCPB||||
52449|Secundario||COLEGIO NACIONAL DR DIEGO DE SALINAS||BACHILLER ESPECIALIZADO EN PEDAGOGIA|
52450|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52451|Secundario||ESCUELA DE NIVEL MEDIO NIQUIVIL|||
52452|Secundario||AGROINDUSTRIAL  DON BOSCO|||
52453|Secundario||COLEGIO NACIONAL DR DIEGO DE SALINAS|||
52454|Secundario||COLEGIO NACIONAL MELITON CARVAJAL|||
52455|Secundario||ESCUELA TECNICA NRO. 2||BACHILLER TÉCNICO EN INFORMATICA|
52455|Universitario|UNMDP||||
52456|Secundario||ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI|||
52457|Secundario||ESC. SAN FCO. DE ASIS|||
52459|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52460|Secundario||ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO|||
52461|Secundario||ESCUELA DE EDUCACION TECNICA NRO. 2||Bachiller modalidad Prod.de Bienes y Servicios y Técnico en Prod.Agropecuaria|
52463|Secundario||INSTITUTO SAGRADA FAMILIA||BACHILLER EN CIENCIAS BIOLÓGICAS|
